ID,Week,Show Name,Theatre,Gross,Potential Gross,Gross Diff,Avg Ticket Price,Top Ticket Price,Seats Sold,Seats in the Theatre,Performances,Previews,Capacity,Capacity Diff,Month,Season
20190440,04/07/19,The Phantom of the Opera,Majestic Theatre,968557.46,1347562,-100123.02,86.36,213,11215,1605,8,0,0.87,-0.07,4,Spring
20190441,04/07/19,The Prom,Longacre Theatre,532454.65,1102800,-47646.95,81.92,247,6500,1045,8,0,0.78,-0.05,4,Spring
20190442,04/07/19,To Kill A Mockingbird,Sam S. Shubert Theatre,1628150.48,1386070,-90064.36,140.62,497,11578,1435,8,0,1.01,-0.01,4,Spring
20190443,04/07/19,Tootsie,Marquis Theatre,796802,1492968,442056,83.43,247,9551,1602,0,7,0.85,-0.13,4,Spring
20190444,04/07/19,Waitress,Brooks Atkinson Theatre,651002.7,1019480,-65451.3,96.49,270,6747,1045,8,0,0.81,-0.07,4,Spring
20190445,04/07/19,What the Constitution Means to Me,Helen Hayes Theater,410926.66,593320,134315.18,89.16,197,4609,583,8,0,0.99,0.13,4,Spring
20190446,04/07/19,Wicked,Gershwin Theatre,1833162,1779845,-92810,122.94,240,14911,1867,8,0,1,0,4,Spring
20190447,04/14/19,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1342737.74,1444324,5655.19,121.97,297,11009,1424,8,0,0.97,0.01,4,Spring
20190448,04/14/19,Aladdin,New Amsterdam Theatre,1425697.3,1603749,50131.8,106.33,252.5,13408,1727,8,0,0.97,0,4,Spring
20190449,04/14/19,All My Sons,American Airlines Theatre,424813.7,704900,176044.7,89.62,350,4740,740,0,7,0.92,0,4,Spring
20190450,04/14/19,Be More Chill,Lyceum Theatre,554909.5,875480,-42670.5,96.81,248,5732,891,8,0,0.8,-0.01,4,Spring
20190451,04/14/19,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,619177.39,994804,11973.63,93.55,247,6619,1026,8,0,0.81,0.05,4,Spring
20190452,04/14/19,Beetlejuice,Winter Garden Theatre,686455.83,1169827,-79255.11,72.21,298,9506,1493,0,7,0.91,-0.04,4,Spring
20190453,04/14/19,Burn This,Hudson Theatre,762998.35,1004128,-50665.4,106.36,325,7174,944,0,8,0.95,0.02,4,Spring
20190454,04/14/19,Chicago,Ambassador Theatre,630707.99,960444,90801.47,84.57,187,7458,1080,8,0,0.86,0.11,4,Spring
20190455,04/14/19,Come From Away,Gerald Schoenfeld Theatre,972743.4,1154784,-30463.46,114.78,297,8475,1046,8,0,1.01,0,4,Spring
20190456,04/14/19,Dear Evan Hansen,Music Box Theatre,1315053.6,1234034,-31333.76,165.19,348,7961,984,8,0,1.01,0,4,Spring
20190457,04/14/19,Frozen,St. James Theatre,1291787.2,1509567,65085.3,102.13,299.5,12649,1684,8,0,0.94,0.01,4,Spring
20190458,04/14/19,Gary: A Sequel to Titus Andronicus,Booth Theatre,388549,866704,7215,67.13,273,5788,770,0,8,0.94,0,4,Spring
20190459,04/14/19,Hadestown,Walter Kerr Theatre,688422.3,852696,73347.85,93.68,399,7349,918,0,8,1,0.01,4,Spring
20190460,04/14/19,Hamilton,Richard Rodgers Theatre,3191118,3030472,250909,296.77,849,10753,1321,8,0,1.02,0,4,Spring
20190461,04/14/19,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1708791.5,1676876,-93604.5,131.69,296.5,12976,1622,8,0,1,0,4,Spring
20190462,04/14/19,Hillary and Clinton,John Golden Theatre,375437.5,817712,-16507,62.99,297,5960,787,0,8,0.95,0.01,4,Spring
20190463,04/14/19,Ink,Samuel J. Friedman Theatre,321953,725672,63017.4,72.82,279,4421,637,0,8,0.87,0.04,4,Spring
20190464,04/14/19,King Kong,Broadway Theatre,853393.92,1562880,164612.4,76.58,347,11144,1738,8,0,0.8,0.14,4,Spring
20190465,04/14/19,King Lear,Cort Theatre,640044.98,902552,166782.57,95.74,273,6685,1049,8,0,0.8,-0.13,4,Spring
20190466,04/14/19,"Kiss Me, Kate",Studio 54,743685.2,1004728,86823.4,96.27,350,7725,998,8,0,0.97,0,4,Spring
20190467,04/14/19,Mean Girls,August Wilson Theatre,1132170.95,1328576,-3181,126.25,299.5,8968,1225,8,0,0.92,0,4,Spring
20190468,04/14/19,My Fair Lady,Vivian Beaumont Theater,774356,1396120,37685,108.14,323,7161,1069,8,0,0.84,0.01,4,Spring
20190469,04/14/19,Network,Belasco Theatre,1006511.4,954335,-4664.96,145.7,373,6908,1015,7,0,0.97,0,4,Spring
20190470,04/14/19,Oklahoma!,Circle in the Square Theatre,599131.5,745936,147858,114.73,249.5,5222,648,8,0,1.01,-0.02,4,Spring
20190471,04/14/19,Pretty Woman: The Musical,Nederlander Theatre,808510.3,1365328,50096.3,105.44,275,7668,1168,8,0,0.82,0.04,4,Spring
20190472,04/14/19,The Book of Mormon,Eugene O'Neill Theatre,1025118,1190502,16671.85,119.06,477.5,8610,1047,8,0,1.03,0,4,Spring
20190473,04/14/19,The Cher Show,Neil Simon Theatre,879786.9,1491200,13575.3,103.97,247,8462,1380,8,0,0.77,-0.01,4,Spring
20190474,04/14/19,The Ferryman,Bernard B. Jacobs Theatre,529019,965344,21786.5,89.26,223,5927,1019,8,0,0.73,-0.03,4,Spring
20190475,04/14/19,The Lion King,Minskoff Theatre,2245485,2323876,85383,166.76,225,13465,1696,8,0,0.99,0,4,Spring
20190476,04/14/19,The Phantom of the Opera,Majestic Theatre,893918.68,1347562,-74638.78,88.51,213,10100,1605,8,0,0.79,-0.09,4,Spring
20190477,04/14/19,The Prom,Longacre Theatre,601259.75,1102800,68805.1,88.77,247,6773,1045,8,0,0.81,0.03,4,Spring
20190478,04/14/19,To Kill A Mockingbird,Sam S. Shubert Theatre,1505426.96,1222355,-122723.52,129.77,497,11601,1435,8,0,1.01,0,4,Spring
20190479,04/14/19,Tootsie,Marquis Theatre,821780.7,1492968,24978.7,87.33,247,9410,1602,0,7,0.84,-0.01,4,Spring
20190480,04/14/19,Waitress,Brooks Atkinson Theatre,750584.2,1019480,99581.5,97.71,270,7682,1045,8,0,0.92,0.11,4,Spring
20190481,04/14/19,What the Constitution Means to Me,Helen Hayes Theater,457255.6,593320,46328.94,98.65,197,4635,583,8,0,0.99,0.01,4,Spring
20190482,04/14/19,Wicked,Gershwin Theatre,1756669,1779845,-76493,122.51,240,14339,1807,8,0,0.99,-0.01,4,Spring
20190483,04/21/19,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1396581.64,1444324,53843.9,123.79,297,11282,1424,8,0,0.99,0.02,4,Spring
20190484,04/21/19,Aladdin,New Amsterdam Theatre,2048492,1925685,622794.7,131.85,252.5,15537,1727,9,0,1,0.03,4,Spring
20190485,04/21/19,All My Sons,American Airlines Theatre,482132.4,805600,57318.7,84.75,350,5689,740,0,8,0.96,0.05,4,Spring
20190486,04/21/19,Be More Chill,Lyceum Theatre,727661.27,875480,172751.77,107.18,248,6789,891,8,0,0.95,0.15,4,Spring
20190487,04/21/19,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,588216.5,994804,-30960.89,88.27,247,6664,1026,8,0,0.81,0.01,4,Spring
20190488,04/21/19,Beetlejuice,Winter Garden Theatre,797928.66,1169827,111472.83,76.91,298,10375,1493,0,7,0.99,0.08,4,Spring
20190489,04/21/19,Burn This,Hudson Theatre,768765.75,1022560,5767.4,102.38,325,7509,960,8,0,0.98,0.03,4,Spring
20190490,04/21/19,Chicago,Ambassador Theatre,809761.84,960444,179053.85,95.14,207,8511,1080,8,0,0.99,0.12,4,Spring
20190491,04/21/19,Come From Away,Gerald Schoenfeld Theatre,1032437.7,1154784,59694.3,121.04,297,8530,1046,8,0,1.02,0.01,4,Spring
20190492,04/21/19,Dear Evan Hansen,Music Box Theatre,1421558.72,1234034,106505.12,177.74,348,7998,984,8,0,1.02,0,4,Spring
20190493,04/21/19,Frozen,St. James Theatre,1784138.5,2443189,492351.3,118.9,299.5,15005,1684,9,0,0.99,0.05,4,Spring
20190494,04/21/19,Gary: A Sequel to Titus Andronicus,Booth Theatre,300613,866704,-87936,49.94,273,6020,770,1,7,0.98,0.04,4,Spring
20190495,04/21/19,Hadestown,Walter Kerr Theatre,776253.2,907649,87830.9,105.17,399,7381,918,6,2,1.01,0,4,Spring
20190496,04/21/19,Hamilton,Richard Rodgers Theatre,3299435,3030472,108317,306.95,849,10749,1321,8,0,1.02,0,4,Spring
20190497,04/21/19,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,2021090.5,1676876,312299,155.76,296.5,12976,1622,8,0,1,0,4,Spring
20190498,04/21/19,Hillary and Clinton,John Golden Theatre,340825,817712,-34612.5,56.06,297,6080,787,5,3,0.97,0.02,4,Spring
20190499,04/21/19,Ink,Samuel J. Friedman Theatre,316263.3,725672,-5689.7,67.71,279,4671,637,0,8,0.92,0.05,4,Spring
20190500,04/21/19,King Kong,Broadway Theatre,986113.48,1562880,132719.56,81.42,347,12112,1738,8,0,0.87,0.07,4,Spring
20190501,04/21/19,King Lear,Cort Theatre,608716.5,902552,-31328.48,93.91,273,6482,1049,8,0,0.77,-0.02,4,Spring
20190502,04/21/19,"Kiss Me, Kate",Studio 54,779009.2,1004728,35324,98.68,250,7894,998,8,0,0.99,0.02,4,Spring
20190503,04/21/19,Mean Girls,August Wilson Theatre,1360359,1328576,228188.05,138.05,324.5,9854,1225,8,0,1.01,0.09,4,Spring
20190504,04/21/19,My Fair Lady,Vivian Beaumont Theater,885763,1396120,111407,109.41,323,8096,1069,8,0,0.95,0.11,4,Spring
20190505,04/21/19,Network,Belasco Theatre,1020895.94,954335,14384.54,143.65,373,7107,1015,7,0,1,0.03,4,Spring
20190506,04/21/19,Oklahoma!,Circle in the Square Theatre,604973,745936,5841.5,114.9,249.5,5265,648,8,0,1.02,0.01,4,Spring
20190507,04/21/19,Pretty Woman: The Musical,Nederlander Theatre,808523,1365328,12.7,99.49,275,8127,1168,8,0,0.87,0.05,4,Spring
20190508,04/21/19,The Book of Mormon,Eugene O'Neill Theatre,1123519.6,1190502,98401.6,129.32,477.5,8688,1047,8,0,1.04,0.01,4,Spring
20190509,04/21/19,The Cher Show,Neil Simon Theatre,790985.5,1491200,-88801.4,92.34,247,8566,1380,8,0,0.78,0.01,4,Spring
20190510,04/21/19,The Ferryman,Bernard B. Jacobs Theatre,517930.92,965344,-11088.08,93.59,223,5534,1019,8,0,0.68,-0.05,4,Spring
20190511,04/21/19,The Lion King,Minskoff Theatre,3149674,3104572,904189,206.81,225,15230,1696,9,0,1,0.01,4,Spring
20190512,04/21/19,The Phantom of the Opera,Majestic Theatre,1444820.58,1347562,550901.9,116.62,247,12389,1605,8,0,0.96,0.18,4,Spring
20190513,04/21/19,The Prom,Longacre Theatre,659804,1102800,58544.25,87.44,297,7546,1045,8,0,0.9,0.09,4,Spring
20190514,04/21/19,To Kill A Mockingbird,Sam S. Shubert Theatre,1720828.14,1386070,215401.18,147.56,497,11662,1435,8,0,1.02,0.01,4,Spring
20190515,04/21/19,Tootsie,Marquis Theatre,907612.3,1691592,85831.6,73.87,247,12287,1602,0,8,0.96,0.12,4,Spring
20190516,04/21/19,Waitress,Brooks Atkinson Theatre,842417.1,1019480,91832.9,104.49,270,8062,1045,8,0,0.96,0.05,4,Spring
20190517,04/21/19,What the Constitution Means to Me,Helen Hayes Theater,462612,593320,5356.4,100.5,197,4603,583,8,0,0.99,-0.01,4,Spring
20190518,04/21/19,Wicked,Gershwin Theatre,2633078,2002325.5,876409,155.53,240,16930,1926,9,0,0.98,-0.02,4,Spring
20190519,04/28/19,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1445891.69,1444324,49310.05,127.22,297,11365,1424,8,0,1,0.01,4,Spring
20190520,04/28/19,Aladdin,New Amsterdam Theatre,1676709.5,1621083,-371782.5,121.9,252.5,13755,1727,8,0,1,0,4,Spring
20190521,04/28/19,All My Sons,American Airlines Theatre,477447.8,805600,-4684.6,81.28,350,5874,740,8,0,0.99,0.03,4,Spring
20190522,04/28/19,Be More Chill,Lyceum Theatre,630822.24,875480,-96839.03,98.69,248,6392,891,8,0,0.9,-0.06,4,Spring
20190523,04/28/19,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,728754.02,994804,140537.52,96.17,247,7578,1026,8,0,0.92,0.11,4,Spring
20190524,04/28/19,Beetlejuice,Winter Garden Theatre,834394.86,1320098,36466.2,69.67,298,11977,1493,4,4,1,0.01,4,Spring
20190525,04/28/19,Burn This,Hudson Theatre,932390.5,1022560,163624.75,124.83,325,7469,960,8,0,0.97,-0.01,4,Spring
20190526,04/28/19,Chicago,Ambassador Theatre,769057.92,960444,-40703.92,92.75,207,8292,1080,8,0,0.96,-0.03,4,Spring
20190527,04/28/19,Come From Away,Gerald Schoenfeld Theatre,1030307.56,1154784,-2130.14,120.83,297,8527,1046,8,0,1.02,0,4,Spring
20190528,04/28/19,Dear Evan Hansen,Music Box Theatre,1362505.75,1234034,-59052.97,170.61,348,7986,984,8,0,1.01,0,4,Spring
20190529,04/28/19,Frozen,St. James Theatre,1467624.1,2174280,-316514.4,110.52,299.5,13279,1684,8,0,0.99,0,4,Spring
20190530,04/28/19,Gary: A Sequel to Titus Andronicus,Booth Theatre,354408.18,866704,53795.18,61.77,273,5738,770,8,0,0.93,-0.05,4,Spring
20190531,04/28/19,Hadestown,Walter Kerr Theatre,959449.9,1094012,183196.7,129.36,399,7417,918,8,0,1.01,0,4,Spring
20190532,04/28/19,Hamilton,Richard Rodgers Theatre,3243577,3030472,-55858,301.56,849,10756,1321,8,0,1.02,0,4,Spring
20190533,04/28/19,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1716124.5,1676876,-304966,132.25,296.5,12976,1622,8,0,1,0,4,Spring
20190534,04/28/19,Hillary and Clinton,John Golden Theatre,493352.5,814632,152527.5,80.09,297,6160,787,8,0,0.98,0.01,4,Spring
20190535,04/28/19,Ink,Samuel J. Friedman Theatre,327495.1,720483,11231.8,71.16,299,4602,637,7,1,0.9,-0.01,4,Spring
20190536,04/28/19,King Kong,Broadway Theatre,807054.96,1345870,-179058.52,79.31,347,10176,1738,7,0,0.84,-0.03,4,Spring
20190537,04/28/19,King Lear,Cort Theatre,582678,902552,-26038.5,93.92,273,6204,1049,8,0,0.74,-0.03,4,Spring
20190538,04/28/19,"Kiss Me, Kate",Studio 54,795890.8,1004728,16881.6,100.06,350,7954,998,8,0,1,0.01,4,Spring
20190539,04/28/19,Mean Girls,August Wilson Theatre,1139910.25,1328576,-220448.75,123.76,277.5,9211,1225,8,0,0.94,-0.07,4,Spring
20190540,04/28/19,My Fair Lady,Vivian Beaumont Theater,875195.5,1396120,-10567.5,110.45,323,7924,1069,8,0,0.93,-0.02,4,Spring
20190541,04/28/19,Network,Belasco Theatre,1052593.54,954335,31697.6,146.25,373,7197,1015,7,0,1.01,0.01,4,Spring
20190542,04/28/19,Oklahoma!,Circle in the Square Theatre,651744.4,745936,46771.4,123.76,249.5,5266,648,8,0,1.02,0,4,Spring
20190543,04/28/19,Pretty Woman: The Musical,Nederlander Theatre,951611.6,1365328,143088.6,106.92,275,8900,1168,8,0,0.95,0.08,4,Spring
20190544,04/28/19,The Book of Mormon,Eugene O'Neill Theatre,1062196.5,1190502,-61323.1,122.49,477.5,8672,1047,8,0,1.04,0,4,Spring
20190545,04/28/19,The Cher Show,Neil Simon Theatre,997823.3,1491200,206837.8,105.1,247,9494,1380,8,0,0.86,0.08,4,Spring
20190546,04/28/19,The Ferryman,Bernard B. Jacobs Theatre,595398,965344,77467.08,102.32,223,5819,1019,8,0,0.71,0.03,4,Spring
20190547,04/28/19,The Lion King,Minskoff Theatre,2451371,2604437,-698303,180.66,225,13569,1696,8,0,1,0,4,Spring
20190548,04/28/19,The Phantom of the Opera,Majestic Theatre,1177266.77,1347562,-267553.81,105.96,247,11110,1605,8,0,0.87,-0.1,4,Spring
20190549,04/28/19,The Prom,Longacre Theatre,615457.5,1102800,-44346.5,82.93,297,7421,1045,8,0,0.89,-0.01,4,Spring
20190550,04/28/19,To Kill A Mockingbird,Sam S. Shubert Theatre,1756185.24,1386070,35357.1,150.6,497,11661,1435,8,0,1.02,0,4,Spring
20190551,04/28/19,Tootsie,Marquis Theatre,959001,1492968,51388.7,93.54,247,10252,1602,6,1,0.91,-0.04,4,Spring
20190552,04/28/19,Waitress,Brooks Atkinson Theatre,750283,1019480,-92134.1,104.6,270,7173,1045,8,0,0.86,-0.11,4,Spring
20190553,04/28/19,What the Constitution Means to Me,Helen Hayes Theater,478075.2,593320,15463.2,105.09,197,4549,583,8,0,0.98,-0.01,4,Spring
20190554,04/28/19,Wicked,Gershwin Theatre,2001066,1779845,-632012,141.19,240,14173,1807,8,0,0.98,0,4,Spring
20190555,05/05/19,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1445734,1444324,-157.69,128.6,297,11242,1424,8,0,0.99,-0.01,5,Summer
20190556,05/05/19,Aladdin,New Amsterdam Theatre,1457672.5,1436163,-219037,106.56,212.5,13680,1727,8,0,0.99,-0.01,5,Summer
20190557,05/05/19,All My Sons,American Airlines Theatre,469296.4,805600,-8151.4,88.05,350,5330,740,8,0,0.9,-0.09,5,Summer
20190558,05/05/19,Be More Chill,Lyceum Theatre,411115.85,875480,-219706.39,84.87,248,4844,891,8,0,0.68,-0.22,5,Summer
20190559,05/05/19,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,623319,994804,-105435.02,91.53,247,6810,1026,8,0,0.83,-0.09,5,Summer
20190560,05/05/19,Beetlejuice,Winter Garden Theatre,818903.5,1359408,-15491.36,81.19,298,10086,1493,8,0,0.84,-0.16,5,Summer
20190561,05/05/19,Burn This,Hudson Theatre,856396.5,1022560,-75994,119.98,325,7138,960,8,0,0.93,-0.04,5,Summer
20190562,05/05/19,Chicago,Ambassador Theatre,746860.81,960444,-22197.11,90.03,187,8296,1080,8,0,0.96,0,5,Summer
20190563,05/05/19,Come From Away,Gerald Schoenfeld Theatre,959765.7,1154784,-70541.86,113.3,297,8471,1046,8,0,1.01,-0.01,5,Summer
20190564,05/05/19,Dear Evan Hansen,Music Box Theatre,1208235.6,1234034,-154270.15,153.23,348,7885,984,8,0,1,-0.01,5,Summer
20190565,05/05/19,Frankie and Johnny in the Clair de Lune,Broadhurst Theatre,69369.5,152431,0,71.22,247,974,1163,0,1,0.84,0,5,Summer
20190566,05/05/19,Frozen,St. James Theatre,1119824.5,1195630,-347799.6,97.25,227.5,11515,1684,8,0,0.85,-0.13,5,Summer
20190567,05/05/19,Gary: A Sequel to Titus Andronicus,Booth Theatre,314335,866704,-40073.18,54.04,273,5817,770,8,0,0.94,0.01,5,Summer
20190568,05/05/19,Hadestown,Walter Kerr Theatre,1055455.75,1094012,96005.85,142,399,7433,918,8,0,1.01,0,5,Summer
20190569,05/05/19,Hamilton,Richard Rodgers Theatre,3188340,3030472,-55237,296.45,849,10755,1321,8,0,1.02,0,5,Summer
20190570,05/05/19,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1602693,1676876,-113431.5,123.51,296.5,12976,1622,8,0,1,0,5,Summer
20190571,05/05/19,Hillary and Clinton,John Golden Theatre,429387.78,814632,-63964.72,78.74,297,5453,787,8,0,0.87,-0.11,5,Summer
20190572,05/05/19,Ink,Samuel J. Friedman Theatre,428622.5,831472,101127.4,95.55,299,4486,637,8,0,0.88,-0.02,5,Summer
20190573,05/05/19,King Kong,Broadway Theatre,620396.58,1466372,-186658.38,68.62,248,9041,1738,8,0,0.65,-0.19,5,Summer
20190574,05/05/19,King Lear,Cort Theatre,493146,902552,-89532,88.79,273,5554,1049,8,0,0.66,-0.08,5,Summer
20190575,05/05/19,"Kiss Me, Kate",Studio 54,766861,1004728,-29029.8,99.46,350,7710,998,8,0,0.97,-0.03,5,Summer
20190576,05/05/19,Mean Girls,August Wilson Theatre,833504.05,1328576,-306406.2,101.96,277.5,8175,1225,8,0,0.83,-0.11,5,Summer
20190577,05/05/19,My Fair Lady,Vivian Beaumont Theater,719043,1396120,-156152.5,101.73,323,7068,1069,8,0,0.83,-0.1,5,Summer
20190578,05/05/19,Oklahoma!,Circle in the Square Theatre,625193,745936,-26551.4,120.09,249.5,5206,651,8,0,1,-0.02,5,Summer
20190579,05/05/19,Pretty Woman: The Musical,Nederlander Theatre,773022.5,1365328,-178589.1,103.62,275,7460,1168,8,0,0.8,-0.15,5,Summer
20190580,05/05/19,The Book of Mormon,Eugene O'Neill Theatre,1001871.15,1190502,-60325.35,116.46,477.5,8603,1047,8,0,1.03,-0.01,5,Summer
20190581,05/05/19,The Cher Show,Neil Simon Theatre,921366,1491200,-76457.3,104,247,8859,1380,8,0,0.8,-0.06,5,Summer
20190582,05/05/19,The Ferryman,Bernard B. Jacobs Theatre,560318.5,965344,-35079.5,98.68,223,5678,1019,8,0,0.7,-0.02,5,Summer
20190583,05/05/19,The Lion King,Minskoff Theatre,2221394,2333099,-229977,164.05,225,13541,1696,8,0,1,0,5,Summer
20190584,05/05/19,The Phantom of the Opera,Majestic Theatre,1099151.2,1347562,-78115.57,90.06,213,12205,1605,8,0,0.95,0.09,5,Summer
20190585,05/05/19,The Prom,Longacre Theatre,527885.95,1040870,-87571.55,80.06,247,6594,1045,8,0,0.79,-0.1,5,Summer
20190586,05/05/19,To Kill A Mockingbird,Sam S. Shubert Theatre,1767464.47,1386070,11279.23,151.92,497,11634,1435,8,0,1.01,0,5,Summer
20190587,05/05/19,Tootsie,Marquis Theatre,1256768.8,1725792,297767.8,112.93,247,11129,1602,8,0,0.87,-0.05,5,Summer
20190588,05/05/19,Waitress,Brooks Atkinson Theatre,652861.9,1019480,-97421.1,94.77,270,6889,1045,8,0,0.82,-0.03,5,Summer
20190589,05/05/19,What the Constitution Means to Me,Helen Hayes Theater,495659.5,593320,17584.3,106.62,197,4649,583,8,0,1,0.02,5,Summer
20190590,05/05/19,Wicked,Gershwin Theatre,1610389,1779845,-390677,115.76,240,13911,1807,8,0,0.96,-0.02,5,Summer
20190591,05/12/19,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1494459.45,1444324,48725.45,131.5,297,11365,1424,8,0,1,0.01,5,Summer
20190592,05/12/19,Aladdin,New Amsterdam Theatre,1310533.1,1424493,-147139.4,98.45,212.5,13312,1727,8,0,0.96,-0.03,5,Summer
20190593,05/12/19,All My Sons,American Airlines Theatre,528645.2,805600,59348.8,98.74,350,5354,740,8,0,0.9,0,5,Summer
20190594,05/12/19,Be More Chill,Lyceum Theatre,407296.04,875480,-3819.81,85.87,248,4743,891,8,0,0.67,-0.01,5,Summer
20190595,05/12/19,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,633119.62,994804,9800.62,92.75,247,6826,1026,8,0,0.83,0,5,Summer
20190596,05/12/19,Beetlejuice,Winter Garden Theatre,856787.04,1423648,37883.54,89.67,298,9555,1493,8,0,0.8,-0.04,5,Summer
20190597,05/12/19,Burn This,Hudson Theatre,853966.5,1022560,-2430,117.63,325,7260,960,8,0,0.95,0.02,5,Summer
20190598,05/12/19,Chicago,Ambassador Theatre,650128.25,960444,-96732.56,85.05,187,7644,1080,8,0,0.88,-0.08,5,Summer
20190599,05/12/19,Come From Away,Gerald Schoenfeld Theatre,989567,1154784,29801.3,116.6,297,8487,1046,8,0,1.01,0,5,Summer
20190600,05/12/19,Dear Evan Hansen,Music Box Theatre,1181292.49,1234034,-26943.11,148.95,348,7931,984,8,0,1.01,0.01,5,Summer
20190601,05/12/19,Frankie and Johnny in the Clair de Lune,Broadhurst Theatre,280004.5,1023617,210635,50.24,247,5573,1163,0,7,0.68,-0.15,5,Summer
20190602,05/12/19,Frozen,St. James Theatre,1032795.2,1216425,-87029.3,93.75,252.5,11016,1684,8,0,0.82,-0.04,5,Summer
20190603,05/12/19,Gary: A Sequel to Titus Andronicus,Booth Theatre,307770.5,866704,-6564.5,55.53,273,5542,770,8,0,0.9,-0.04,5,Summer
20190604,05/12/19,Hadestown,Walter Kerr Theatre,1097115.45,1094012,41659.7,147.64,399,7431,918,8,0,1.01,0,5,Summer
20190605,05/12/19,Hamilton,Richard Rodgers Theatre,3139022,3030472,-49318,291.92,849,10753,1321,8,0,1.02,0,5,Summer
20190606,05/12/19,"Harry Potter and the Cursed Child, Parts One and Two",Lyric Theatre,1575933,1676876,-26760,121.45,296.5,12976,1622,8,0,1,0,5,Summer
20190607,05/12/19,Hillary and Clinton,John Golden Theatre,395738.5,814632,-33649.28,72.47,297,5461,787,8,0,0.87,0,5,Summer
20190608,05/12/19,Ink,Samuel J. Friedman Theatre,408551,831472,-20071.5,93.66,299,4362,637,8,0,0.86,-0.02,5,Summer
20190609,05/12/19,King Kong,Broadway Theatre,619539.98,1466372,-856.6,68.39,248,9059,1738,8,0,0.65,0,5,Summer
20190610,05/12/19,King Lear,Cort Theatre,460484.64,902552,-32661.36,81.04,273,5682,1049,8,0,0.68,0.02,5,Summer
20190611,05/12/19,"Kiss Me, Kate",Studio 54,819803.6,1004728,52942.6,104.86,350,7818,998,8,0,0.98,0.01,5,Summer
20190612,05/12/19,Mean Girls,August Wilson Theatre,817418,1176000,-16086.05,102,299.5,8014,1225,8,0,0.82,-0.02,5,Summer
20190613,05/12/19,Morrissey,Lunt-Fontanne Theatre,1881374,2037833,0,186.55,397,10085,1495,7,0,0.96,0,5,Summer
20190614,05/12/19,My Fair Lady,Vivian Beaumont Theater,773979,1396120,54936,111.2,323,6960,1069,8,0,0.81,-0.01,5,Summer
20190615,05/12/19,Network,Belasco Theatre,950745.26,954335,-101848.28,133.05,373,7146,1015,7,0,1.01,-0.01,5,Summer
20190616,05/12/19,Oklahoma!,Circle in the Square Theatre,615366,745936,-9827,119.47,249.5,5151,651,8,0,0.99,-0.01,5,Summer
20190617,05/12/19,Pretty Woman: The Musical,Nederlander Theatre,821784.5,1365328,48762,107.85,275,7620,1168,8,0,0.82,0.02,5,Summer
20190618,05/12/19,The Book of Mormon,Eugene O'Neill Theatre,1031512,1190502,29640.85,120.24,477.5,8579,1047,8,0,1.02,0,5,Summer
20190619,05/12/19,The Cher Show,Neil Simon Theatre,983477.3,1491200,62111.3,108.36,247,9076,1380,8,0,0.82,0.02,5,Summer
20190620,05/12/19,The Ferryman,Bernard B. Jacobs Theatre,563017.34,965344,2698.84,96.16,223,5855,1019,8,0,0.72,0.02,5,Summer
20190621,05/12/19,The Lion King,Minskoff Theatre,2042084,2375145,-179310,151.94,225,13440,1696,8,0,0.99,-0.01,5,Summer
20190622,05/12/19,The Phantom of the Opera,Majestic Theatre,916891.7,1347562,-182259.5,86.18,213,10639,1605,8,0,0.83,-0.12,5,Summer
20190623,05/12/19,The Prom,Longacre Theatre,583781.45,1040870,55895.5,85.49,247,6829,1045,8,0,0.82,0.03,5,Summer
20190624,05/12/19,To Kill A Mockingbird,Sam S. Shubert Theatre,1632526.96,1222355,-134937.51,140.3,497,11636,1435,8,0,1.01,0,5,Summer
20190625,05/12/19,Tootsie,Marquis Theatre,1409488,1725792,152719.2,119.25,247,11820,1602,8,0,0.92,0.05,5,Summer
20190626,05/12/19,Waitress,Brooks Atkinson Theatre,696741.1,1019480,43879.2,95.85,270,7269,1045,8,0,0.87,0.05,5,Summer
20190627,05/12/19,What the Constitution Means to Me,Helen Hayes Theater,504173.3,593320,8513.8,109.41,197,4608,583,8,0,0.99,-0.01,5,Summer
20190628,05/12/19,Wicked,Gershwin Theatre,1588434,1779845,-21955,117.82,240,13482,1807,8,0,0.93,-0.03,5,Summer
20190629,05/19/19,Ain't Too Proud-The Life and Times of the Temptations,Imperial Theatre,1463394.01,1444324,-31065.44,128.67,297,11373,1424,8,0,1,0,5,Summer
